epoch	 loss_proj	
0	0.00999845825135708	
1	0.009727598167955875	
2	0.008722342923283577	
3	0.007641276158392429	
4	0.006045253947377205	
5	0.004618523735553026	
6	0.003816470084711909	
7	0.0033569009974598885	
8	0.0030098419170826673	
9	0.0027420823462307453	
10	0.0024837400298565624	
11	0.0022463880479335783	
12	0.002008365234360099	
13	0.001777517981827259	
14	0.00158735413569957	
15	0.0014190454268828035	
16	0.0012944989139214158	
17	0.0011862830258905887	
18	0.001105249673128128	
19	0.001021259173285216	
20	0.0009635176975280046	
21	0.000892648205626756	
22	0.0008616494829766453	
23	0.0008071063202805817	
24	0.0007986073032952845	
25	0.0007399848196655512	
26	0.0006922319298610091	
27	0.00066537483362481	
28	0.0006422049598768353	
29	0.0006097342818975448	
30	0.0005866736173629761	
31	0.0005681156006176024	
32	0.0005511360708624124	
33	0.0005351017345674336	
34	0.0005182332533877343	
35	0.0005051131884101778	
36	0.0004905649984721094	
37	0.000480704806977883	
38	0.00047357258736155925	
39	0.00046871447702869775	
40	0.0004652973671909422	
41	0.00046132708666846156	
42	0.00045064921723678706	
43	0.0004331418313086033	
44	0.00042222983320243656	
45	0.00041563823469914496	
46	0.0004147106665186584	
47	0.00041071785963140426	
48	0.00039574646507389843	
49	0.0003882003191392869	
50	0.0003872691304422915	
51	0.000390979164512828	
52	0.0003794935008045286	
53	0.0003666302305646241	
54	0.0003631683241110295	
55	0.0003655879700090736	
56	0.0003649546706583351	
57	0.00035560226533561947	
58	0.0003511585702653974	
59	0.00035173791111446916	
60	0.00035020051873289047	
61	0.0003392716113012284	
62	0.00033847333979792894	
63	0.000337625271640718	
64	0.0003425600240007043	
65	0.00033421696280129255	
66	0.00033649620600044726	
67	0.00033275900059379635	
68	0.00031700880790594963	
69	0.0003106961550656706	
70	0.00031794691167306153	
71	0.00031120409548748287	
72	0.00030710923310834916	
73	0.000306938641006127	
74	0.0003121111774817109	
75	0.000308389839483425	
76	0.000300389903713949	
77	0.0002977415395434946	
78	0.000297589844558388	
79	0.00029079151572659613	
80	0.00028637801588047294	
81	0.000284840862150304	
82	0.000288818683475256	
83	0.00029610079945996404	
84	0.0002824183058692142	
85	0.00027572289982344953	
86	0.00027825121651403606	
87	0.0002875709440559149	
88	0.00028717234381474553	
89	0.0002831969439284876	
90	0.0002788712095934898	
91	0.0002767103491351008	
92	0.00027086525515187534	
93	0.00026650084182620046	
94	0.00026656261179596185	
95	0.00026580295234452934	
96	0.0002716260962188244	
97	0.0002798068569973111	
98	0.0002659309306181967	
99	0.0002617527701659128	
100	0.0002622085448820144	
101	0.00025486073282081633	
102	0.00025151256995741277	
103	0.00024578198499511925	
104	0.00024445032177027314	
105	0.00024381954863201828	
106	0.00024212575517594813	
107	0.00024027050822041928	
108	0.00023890972370281814	
109	0.00023845857358537615	
110	0.0002387762040598318	
111	0.00024012797221075743	
112	0.0002436416718410328	
113	0.0002497610286809504	
114	0.00025578047789167615	
115	0.0002542091708164662	
116	0.0002495102758985013	
117	0.0002439630887238309	
118	0.00023853294260334224	
119	0.00023453484755009413	
120	0.00023255174164660275	
121	0.00023323782079387456	
122	0.00023928250302560628	
123	0.0002520814799936488	
124	0.0002506894845282659	
125	0.00023994293878786265	
126	0.00023599061532877385	
127	0.00023509116435889156	
128	0.00022958916379138826	
129	0.00022483309148810804	
130	0.0002245984534965828	
131	0.0002266673429403454	
132	0.00023089429014362396	
133	0.000242389427148737	
134	0.0003274903196142986	
135	0.00028790887154173106	
136	0.00039782816893421116	
137	0.0002952920680399984	
138	0.00025424269842915236	
139	0.00025044013164006175	
140	0.00023177507100626826	
141	0.0002240411675302312	
142	0.00022657752269878985	
143	0.00022295052476692945	
144	0.00022434740094467998	
145	0.0002240676898509264	
146	0.00023814287560526283	
147	0.00024179207102861255	
148	0.00026812487631104885	
149	0.0002442821365548298	
150	0.00023277334694284945	
151	0.00022082065406721086	
152	0.00021437478135339917	
153	0.00021112376998644322	
154	0.00020936792134307325	
155	0.0002088105829898268	
156	0.00020915514905937017	
157	0.00020956463122274728	
158	0.00021160161413718014	
159	0.00021340959356166422	
160	0.0002171208179788664	
161	0.00022156286868266762	
162	0.00022611239983234556	
163	0.00022974583262111992	
164	0.0002323258522665128	
165	0.0002323112916201353	
166	0.000226343164104037	
167	0.00021712586749345064	
168	0.0002099196775816381	
169	0.00020502931729424745	
170	0.00020207436464261263	
171	0.00020019338408019393	
172	0.0001994841266423464	
173	0.00019932023424189537	
174	0.00020070413302164525	
175	0.00021157549927011132	
176	0.0003323437267681584	
177	0.0002961421851068735	
178	0.00023055637429933996	
179	0.00022084617230575532	
180	0.00021714430477004498	
181	0.0002250546560389921	
182	0.00022586384147871286	
183	0.00024683848605491223	
184	0.0002392092108493671	
185	0.000259950480540283	
186	0.00022493994038086385	
187	0.00020260546589270234	
188	0.00019620546372607351	
189	0.00019493196159601212	
190	0.0001985176815651357	
191	0.00020145145244896412	
192	0.00021366349246818573	
193	0.00022967613767832518	
194	0.00027573795814532786	
195	0.00023291644174605608	
196	0.00020530862093437463	
197	0.0001993164129089564	
198	0.00019876084115821868	
199	0.0001998798397835344	
200	0.00019328927737660706	
201	0.00018832545320037752	
202	0.0001864985970314592	
203	0.0001847375649958849	
204	0.00018426677270326762	
205	0.00018380309629719704	
206	0.00018339855887461454	
207	0.0001827368454542011	
208	0.0001825838175136596	
209	0.00018247757689096033	
210	0.00018225682142656297	
211	0.00018222379294456913	
212	0.00018217219330836089	
213	0.00018214050796814263	
214	0.00018229292472824455	
215	0.00018245788669446483	
216	0.00018274591129738838	
217	0.0001830443216022104	
218	0.00018344540148973465	
219	0.00018384376307949423	
220	0.00018455689132679254	
221	0.0001855152484495193	
222	0.00018801990372594446	
223	0.0001915295812068507	
224	0.00020271326648071408	
225	0.00020891363092232496	
226	0.0002318463404662907	
227	0.00019854951824527234	
228	0.0001827157917432487	
229	0.00018457423720974475	
230	0.00018391487537883222	
231	0.00018191543931607158	
232	0.00017920123354997486	
233	0.00017874752229545264	
234	0.00017812740115914495	
235	0.00017928795714396983	
236	0.00017983266880037264	
237	0.00018157087615691125	
238	0.00018280991935171187	
239	0.00018524014158174395	
240	0.00018627932295203208	
241	0.00019236980588175357	
242	0.00019323905289638787	
243	0.00020572320790961384	
244	0.00019710474589373916	
245	0.00019675573566928505	
246	0.00018352936604060233	
247	0.00017599449784029276	
248	0.00017354374431306497	
249	0.00017283027118537576	
250	0.00017287025839323177	
251	0.00017349879926769062	
252	0.00017420526710338892	
253	0.0001751968637108803	
254	0.00017640989681240172	
255	0.0001775673183146864	
256	0.00017849667638074606	
257	0.00017913006740855053	
258	0.00017958175449166446	
259	0.00018077956337947398	
260	0.00018374791834503413	
261	0.00018953046528622509	
262	0.00020613135711755604	
263	0.0002150176704162732	
264	0.0002461769530782476	
265	0.0001951030397322029	
266	0.0001872515451395884	
267	0.00019148527062498033	
268	0.00017518041713628917	
269	0.00017185186152346432	
270	0.0001745479865348898	
271	0.00017226589407073333	
272	0.00017092201742343604	
273	0.0001702613677480258	
274	0.00017189161735586822	
275	0.0001733255819999613	
276	0.00017528156022308394	
277	0.00017526296142023057	
278	0.0001737907499773428	
279	0.00017224103357875719	
280	0.0001714167825412005	
281	0.0001710528100375086	
282	0.00017040403618011623	
283	0.00016911093262024225	
284	0.00016762470768298953	
285	0.00016658531385473906	
286	0.00016607212310191244	
287	0.0001660811874899082	
288	0.00016633679770166053	
289	0.0001668317912844941	
290	0.0001672508369665593	
291	0.00016763970197644084	
292	0.0001677354273851961	
293	0.00016776279953774066	
294	0.00016748524067224934	
295	0.00016723433654988184	
296	0.00016675773658789695	
297	0.00016652631456963717	
298	0.000166384904878214	
299	0.00016667394957039505	
300	0.00016634533967589958	
301	0.00016451166447950527	
302	0.0001627233883482404	
303	0.00016108444397104903	
304	0.00016002304037101566	
305	0.00015920415462460368	
306	0.00015865956083871424	
307	0.00015819830732652918	
308	0.0001581704447744414	
309	0.00015801783301867546	
310	0.0001588327271747403	
311	0.0001592433749465272	
312	0.00016153750621015207	
313	0.00016388863587053494	
314	0.00017014344048220663	
315	0.0001808901724871248	
316	0.00019126911065541207	
317	0.00021151867986191064	
318	0.00017911501636262982	
319	0.00016263535508187488	
320	0.00016559275245526807	
321	0.00016263570578303188	
322	0.0001575610338477418	
323	0.00015572564880130812	
324	0.00015551352844340728	
325	0.00015537753060925751	
326	0.00015602864732500166	
327	0.0001562860023113899	
328	0.0001569328727782704	
329	0.00015767941949889063	
330	0.00015840289706829934	
331	0.00015924240433378144	
332	0.0001601924072019756	
333	0.0001620540031581186	
334	0.0001635794760659337	
335	0.0001679664055700414	
336	0.00016965273098321632	
337	0.00017600074061192573	
338	0.000171207009407226	
339	0.00016697250975994393	
340	0.00015984470082912593	
341	0.0001545165927382186	
342	0.00015295735211111604	
343	0.00015221557259792462	
344	0.00015212375583359972	
345	0.00015230911376420408	
346	0.00015257827617460863	
347	0.00015312911564251407	
348	0.00015368247259175404	
349	0.00015457103872904555	
350	0.00015530131349805743	
351	0.0001565125829074532	
352	0.0001579233823576942	
353	0.00016066394455265253	
354	0.0001664359195274301	
355	0.00017336304299533367	
356	0.0001926971017383039	
357	0.00018484707397874444	
358	0.00017828984127845615	
359	0.00015946573257679119	
360	0.00015485978219658135	
361	0.00015593379066558555	
362	0.0001559714786708355	
363	0.00015619515761500224	
364	0.00015441662108059973	
365	0.00015471606893697755	
366	0.0001538006996270269	
367	0.00015449036873178558	
368	0.0001539163902634755	
369	0.00015421473217429592	
370	0.0001536341864266433	
371	0.00015376244118670002	
372	0.00015381007688120008	
373	0.00015511155943386256	
374	0.00015688573621446266	
375	0.00016211962356464936	
376	0.00016541767108719797	
377	0.00017581296851858496	
378	0.00016981384105747567	
379	0.00016511708963662386	
380	0.00015518665313720703	
381	0.0001493369578383863	
382	0.00014812528679613023	
383	0.00014829688443569468	
384	0.00014857541973469778	
385	0.00014927598385838792	
386	0.00014996995305409654	
387	0.00015099596930667758	
388	0.00015260335203493014	
389	0.00015412600769195705	
390	0.00015784062998136505	
391	0.00015939816948957742	
392	0.00016644364077365026	
393	0.00016365475603379308	
394	0.000166570270084776	
395	0.00015754828928038478	
396	0.0001530279012513347	
397	0.00014898148510837926	
398	0.00014838399656582623	
399	0.000148186540172901	
400	0.00014841438242001458	
401	0.00014727116358699278	
402	0.0001455326404538937	
403	0.00014440203667618335	
404	0.00014381497603608296	
405	0.0001437786311726086	
406	0.00014377499901456757	
407	0.00014377607731148602	
408	0.00014359218621393666	
409	0.0001433579556760378	
410	0.00014301992923719807	
411	0.00014273211563704536	
412	0.00014248796505853534	
413	0.00014234155823942274	
414	0.00014224519254639744	
415	0.00014216866838978603	
416	0.00014207750209607183	
417	0.00014199455763446166	
418	0.0001418973333784379	
419	0.0001418096464476548	
420	0.00014172482915455475	
421	0.0001416625425918028	
422	0.00014162544393911958	
423	0.00014163544692564757	
424	0.00014170013018883766	
425	0.00014183855091687292	
426	0.0001420587082975544	
427	0.00014237238356145098	
428	0.000142776666325517	
429	0.00014325977390399202	
430	0.00014378436899278312	
431	0.00014429011207539588	
432	0.00014468613953795285	
433	0.0001448709241230972	
434	0.0001447697199182585	
435	0.00014437613281188534	
436	0.00014375308674061671	
437	0.0001430055606761016	
438	0.00014224403421394526	
439	0.00014156352990539743	
440	0.00014102517743594945	
441	0.0001406485986080952	
442	0.00014041807007743047	
443	0.00014029846352059394	
444	0.00014025496348040177	
445	0.00014025908021721988	
446	0.00014029149315319955	
447	0.00014033378538442777	
448	0.00014037268847459926	
449	0.00014039081725059077	
450	0.00014038101071491837	
451	0.0001403321759426035	
452	0.00014025421696715057	
453	0.00014014502376085146	
454	0.000140035328513477	
455	0.0001399216504069045	
456	0.0001398543085088022	
457	0.00013980375661049038	
458	0.000139850661798846	
459	0.0001399013737682253	
460	0.0001401004265062511	
461	0.00014022511895745994	
462	0.00014055834180908277	
463	0.00014065224095247686	
464	0.00014105252048466355	
465	0.00014097612292971463	
466	0.00014137411781121046	
467	0.00014102889836067333	
468	0.00014139853155938908	
469	0.00014078263920964674	
470	0.0001411455959896557	
471	0.00014036719367140904	
472	0.00014073214115342125	
473	0.00013999309740029276	
