epoch	 loss_proj	
0	0.009822650998830795	
1	0.008305017231032252	
2	0.006226159492507577	
3	0.003565029869787395	
4	0.0023180419113487003	
5	0.0017404776066541673	
6	0.0014973926940001548	
7	0.0012679895851761102	
8	0.00106468852609396	
9	0.0009218314662575722	
10	0.0008198633790016174	
11	0.0007415910076815635	
12	0.0006774173176381737	
13	0.0006234921049326659	
14	0.0005775541008915752	
15	0.000538457464426756	
16	0.0005054625624325126	
17	0.0004777816560817882	
18	0.0004545632138615474	
19	0.0004349470342276618	
20	0.00041868337139021604	
21	0.00040511342813260854	
22	0.0003930965584004298	
23	0.0003823632257990539	
24	0.0003727159259142354	
25	0.00036399938690010456	
26	0.00035608563630376013	
27	0.0003488668007776141	
28	0.00034225117415189745	
29	0.00033616081345826386	
30	0.0003307119972305372	
31	0.0003258572978666052	
32	0.0003213107556803152	
33	0.0003170385985868052	
34	0.0003130288125248626	
35	0.00033240467600990085	
36	0.0003224276093533263	
37	0.0003083639225224033	
38	0.0003019682510057464	
39	0.0002978340460686013	
40	0.00029455565381795166	
41	0.000291860502329655	
42	0.000289349933154881	
43	0.00028697242378257216	
44	0.00028469411772675813	
45	0.0002825053874403238	
46	0.00028039579337928443	
47	0.00027835901128128173	
48	0.0002763894299278036	
49	0.0002744822559179738	
50	0.0002726947161136195	
51	0.0002710320695769042	
52	0.00026941308460664003	
53	0.00026783497596625236	
54	0.0002662954502739012	
55	0.00026479248772375285	
56	0.00026332424895372244	
57	0.0002618891216116026	
58	0.0002604856243124232	
59	0.0002591123688034713	
60	0.00025781302247196436	
61	0.00025659405218902975	
62	0.00025539801572449505	
63	0.0002542239875765517	
64	0.00025307125761173663	
65	0.00025193926121573894	
66	0.00025087329850066454	
67	0.0002637623867485672	
68	0.00025745707680471244	
69	0.0002507175551727414	
70	0.00024798433587420733	
71	0.00024632869753986596	
72	0.00024521964369341733	
73	0.0002442132361466065	
74	0.00024328886065632104	
75	0.00024239879858214408	
76	0.00024153019621735438	
77	0.00024067872000159695	
78	0.00023984209256013855	
79	0.00023901874519651755	
80	0.00023823536903364584	
81	0.0002374963747570291	
82	0.00023676752753090113	
83	0.00023604841699125244	
84	0.00023533882485935465	
